id,value,position,expiration,feed_id,created_at,updated_at,completed_at,location_id,group_id
1831290615,0,,,628052,2016-12-08 18:02:47 UTC,2016-12-08 18:02:47 UTC,,,99830
1831290778,0,,,628052,2016-12-08 18:02:48 UTC,2016-12-08 18:02:48 UTC,,,99830
1831290927,0,,,628052,2016-12-08 18:02:50 UTC,2016-12-08 18:02:50 UTC,,,99830
1831291098,0,,,628052,2016-12-08 18:02:51 UTC,2016-12-08 18:02:51 UTC,,,99830
1831291275,0,,,628052,2016-12-08 18:02:53 UTC,2016-12-08 18:02:53 UTC,,,99830
1831291415,0,,,628052,2016-12-08 18:02:54 UTC,2016-12-08 18:02:54 UTC,,,99830
1831291547,0,,,628052,2016-12-08 18:02:56 UTC,2016-12-08 18:02:56 UTC,,,99830
1831291747,0,,,628052,2016-12-08 18:02:57 UTC,2016-12-08 18:02:57 UTC,,,99830
1831291904,0,,,628052,2016-12-08 18:02:59 UTC,2016-12-08 18:02:59 UTC,,,99830
1831292029,0,,,628052,2016-12-08 18:03:00 UTC,2016-12-08 18:03:00 UTC,,,99830
1831292166,11,,,628052,2016-12-08 18:03:02 UTC,2016-12-08 18:03:02 UTC,,,99830
1831292319,0,,,628052,2016-12-08 18:03:03 UTC,2016-12-08 18:03:03 UTC,,,99830
1831292473,11,,,628052,2016-12-08 18:03:04 UTC,2016-12-08 18:03:04 UTC,,,99830
1831292601,0,,,628052,2016-12-08 18:03:06 UTC,2016-12-08 18:03:06 UTC,,,99830
1831292732,0,,,628052,2016-12-08 18:03:07 UTC,2016-12-08 18:03:07 UTC,,,99830
1831292897,0,,,628052,2016-12-08 18:03:09 UTC,2016-12-08 18:03:09 UTC,,,99830
1831293049,0,,,628052,2016-12-08 18:03:10 UTC,2016-12-08 18:03:10 UTC,,,99830
1831293227,0,,,628052,2016-12-08 18:03:12 UTC,2016-12-08 18:03:12 UTC,,,99830
1831293376,0,,,628052,2016-12-08 18:03:13 UTC,2016-12-08 18:03:13 UTC,,,99830
1831293520,0,,,628052,2016-12-08 18:03:15 UTC,2016-12-08 18:03:15 UTC,,,99830
1831293681,0,,,628052,2016-12-08 18:03:16 UTC,2016-12-08 18:03:16 UTC,,,99830
1831295665,0,,,628052,2016-12-08 18:03:35 UTC,2016-12-08 18:03:35 UTC,,,99830
1831295145,0,,,628052,2016-12-08 18:03:30 UTC,2016-12-08 18:03:30 UTC,,,99830
1831295311,0,,,628052,2016-12-08 18:03:32 UTC,2016-12-08 18:03:32 UTC,,,99830
1831295475,0,,,628052,2016-12-08 18:03:33 UTC,2016-12-08 18:03:34 UTC,,,99830
1831290418,11,,,628052,2016-12-08 18:02:45 UTC,2016-12-08 18:02:45 UTC,,,99830
1831297147,0,,,628052,2016-12-08 18:03:48 UTC,2016-12-08 18:03:49 UTC,,,99830
1831297306,0,,,628052,2016-12-08 18:03:50 UTC,2016-12-08 18:03:50 UTC,,,99830
1831297497,0,,,628052,2016-12-08 18:03:52 UTC,2016-12-08 18:03:52 UTC,,,99830
1831297642,0,,,628052,2016-12-08 18:03:54 UTC,2016-12-08 18:03:54 UTC,,,99830
1831297812,0,,,628052,2016-12-08 18:03:55 UTC,2016-12-08 18:03:55 UTC,,,99830
1831297977,0,,,628052,2016-12-08 18:03:56 UTC,2016-12-08 18:03:57 UTC,,,99830
1831298111,0,,,628052,2016-12-08 18:03:58 UTC,2016-12-08 18:03:58 UTC,,,99830
1831298249,0,,,628052,2016-12-08 18:03:59 UTC,2016-12-08 18:03:59 UTC,,,99830
1831298410,0,,,628052,2016-12-08 18:04:01 UTC,2016-12-08 18:04:01 UTC,,,99830
1831298567,0,,,628052,2016-12-08 18:04:02 UTC,2016-12-08 18:04:02 UTC,,,99830
1831298732,0,,,628052,2016-12-08 18:04:04 UTC,2016-12-08 18:04:04 UTC,,,99830
1831299206,0,,,628052,2016-12-08 18:04:08 UTC,2016-12-08 18:04:08 UTC,,,99830
1831298921,0,,,628052,2016-12-08 18:04:05 UTC,2016-12-08 18:04:05 UTC,,,99830
1831299068,0,,,628052,2016-12-08 18:04:07 UTC,2016-12-08 18:04:07 UTC,,,99830
1831299359,0,,,628052,2016-12-08 18:04:10 UTC,2016-12-08 18:04:10 UTC,,,99830
1831299544,0,,,628052,2016-12-08 18:04:11 UTC,2016-12-08 18:04:11 UTC,,,99830
1831299680,0,,,628052,2016-12-08 18:04:13 UTC,2016-12-08 18:04:13 UTC,,,99830
1831299894,0,,,628052,2016-12-08 18:04:15 UTC,2016-12-08 18:04:15 UTC,,,99830
1831300045,0,,,628052,2016-12-08 18:04:16 UTC,2016-12-08 18:04:16 UTC,,,99830
1831300207,0,,,628052,2016-12-08 18:04:18 UTC,2016-12-08 18:04:18 UTC,,,99830
1831300376,0,,,628052,2016-12-08 18:04:19 UTC,2016-12-08 18:04:19 UTC,,,99830
1831300551,0,,,628052,2016-12-08 18:04:20 UTC,2016-12-08 18:04:21 UTC,,,99830
1831300716,0,,,628052,2016-12-08 18:04:22 UTC,2016-12-08 18:04:22 UTC,,,99830
1831300893,0,,,628052,2016-12-08 18:04:23 UTC,2016-12-08 18:04:23 UTC,,,99830
1831301067,0,,,628052,2016-12-08 18:04:25 UTC,2016-12-08 18:04:25 UTC,,,99830
1831301240,0,,,628052,2016-12-08 18:04:27 UTC,2016-12-08 18:04:27 UTC,,,99830
1831301372,0,,,628052,2016-12-08 18:04:28 UTC,2016-12-08 18:04:28 UTC,,,99830
1831301499,0,,,628052,2016-12-08 18:04:29 UTC,2016-12-08 18:04:30 UTC,,,99830
1831301678,0,,,628052,2016-12-08 18:04:31 UTC,2016-12-08 18:04:31 UTC,,,99830
1831301827,0,,,628052,2016-12-08 18:04:32 UTC,2016-12-08 18:04:33 UTC,,,99830
1831301955,0,,,628052,2016-12-08 18:04:34 UTC,2016-12-08 18:04:34 UTC,,,99830
1831302120,0,,,628052,2016-12-08 18:04:35 UTC,2016-12-08 18:04:36 UTC,,,99830
1831302261,0,,,628052,2016-12-08 18:04:37 UTC,2016-12-08 18:04:37 UTC,,,99830
1831302416,0,,,628052,2016-12-08 18:04:38 UTC,2016-12-08 18:04:38 UTC,,,99830
1831302581,0,,,628052,2016-12-08 18:04:40 UTC,2016-12-08 18:04:40 UTC,,,99830
1831302797,0,,,628052,2016-12-08 18:04:41 UTC,2016-12-08 18:04:41 UTC,,,99830
1831302949,0,,,628052,2016-12-08 18:04:43 UTC,2016-12-08 18:04:43 UTC,,,99830
1831295821,0,,,628052,2016-12-08 18:03:36 UTC,2016-12-08 18:03:37 UTC,,,99830
1831295974,0,,,628052,2016-12-08 18:03:38 UTC,2016-12-08 18:03:38 UTC,,,99830
1831296148,0,,,628052,2016-12-08 18:03:39 UTC,2016-12-08 18:03:40 UTC,,,99830
1831296351,0,,,628052,2016-12-08 18:03:41 UTC,2016-12-08 18:03:41 UTC,,,99830
1831296517,0,,,628052,2016-12-08 18:03:43 UTC,2016-12-08 18:03:43 UTC,,,99830
1831296680,0,,,628052,2016-12-08 18:03:44 UTC,2016-12-08 18:03:44 UTC,,,99830
1831296841,0,,,628052,2016-12-08 18:03:46 UTC,2016-12-08 18:03:46 UTC,,,99830
1831296982,0,,,628052,2016-12-08 18:03:47 UTC,2016-12-08 18:03:47 UTC,,,99830
1831308159,0,,,628052,2016-12-08 18:05:32 UTC,2016-12-08 18:05:32 UTC,,,99830
1831308290,0,,,628052,2016-12-08 18:05:33 UTC,2016-12-08 18:05:33 UTC,,,99830
1831308433,0,,,628052,2016-12-08 18:05:35 UTC,2016-12-08 18:05:35 UTC,,,99830
1831308567,0,,,628052,2016-12-08 18:05:36 UTC,2016-12-08 18:05:36 UTC,,,99830
1831308697,0,,,628052,2016-12-08 18:05:37 UTC,2016-12-08 18:05:37 UTC,,,99830
1831308823,0,,,628052,2016-12-08 18:05:38 UTC,2016-12-08 18:05:38 UTC,,,99830
1831308963,11,,,628052,2016-12-08 18:05:40 UTC,2016-12-08 18:05:40 UTC,,,99830
1831309128,0,,,628052,2016-12-08 18:05:41 UTC,2016-12-08 18:05:41 UTC,,,99830
1831309308,0,,,628052,2016-12-08 18:05:42 UTC,2016-12-08 18:05:42 UTC,,,99830
1831309429,11,,,628052,2016-12-08 18:05:43 UTC,2016-12-08 18:05:43 UTC,,,99830
1831309590,0,,,628052,2016-12-08 18:05:45 UTC,2016-12-08 18:05:45 UTC,,,99830
1831309745,11,,,628052,2016-12-08 18:05:46 UTC,2016-12-08 18:05:46 UTC,,,99830
1831309877,0,,,628052,2016-12-08 18:05:48 UTC,2016-12-08 18:05:48 UTC,,,99830
1831310002,11,,,628052,2016-12-08 18:05:49 UTC,2016-12-08 18:05:49 UTC,,,99830
1831310133,0,,,628052,2016-12-08 18:05:50 UTC,2016-12-08 18:05:50 UTC,,,99830
1831310289,11,,,628052,2016-12-08 18:05:51 UTC,2016-12-08 18:05:51 UTC,,,99830
1831310418,11,,,628052,2016-12-08 18:05:53 UTC,2016-12-08 18:05:53 UTC,,,99830
1831310545,11,,,628052,2016-12-08 18:05:54 UTC,2016-12-08 18:05:54 UTC,,,99830
1831310689,11,,,628052,2016-12-08 18:05:55 UTC,2016-12-08 18:05:55 UTC,,,99830
1831310838,11,,,628052,2016-12-08 18:05:56 UTC,2016-12-08 18:05:57 UTC,,,99830
1831310936,11,,,628052,2016-12-08 18:05:58 UTC,2016-12-08 18:05:58 UTC,,,99830
1831311080,11,,,628052,2016-12-08 18:05:59 UTC,2016-12-08 18:05:59 UTC,,,99830
1831303122,0,,,628052,2016-12-08 18:04:44 UTC,2016-12-08 18:04:44 UTC,,,99830
1831303292,0,,,628052,2016-12-08 18:04:46 UTC,2016-12-08 18:04:46 UTC,,,99830
1831303440,0,,,628052,2016-12-08 18:04:47 UTC,2016-12-08 18:04:47 UTC,,,99830
1831303585,0,,,628052,2016-12-08 18:04:49 UTC,2016-12-08 18:04:49 UTC,,,99830
1831303748,0,,,628052,2016-12-08 18:04:50 UTC,2016-12-08 18:04:50 UTC,,,99830
1831303923,0,,,628052,2016-12-08 18:04:52 UTC,2016-12-08 18:04:52 UTC,,,99830
1831304077,0,,,628052,2016-12-08 18:04:53 UTC,2016-12-08 18:04:53 UTC,,,99830
1831304246,0,,,628052,2016-12-08 18:04:55 UTC,2016-12-08 18:04:55 UTC,,,99830
1831304397,0,,,628052,2016-12-08 18:04:56 UTC,2016-12-08 18:04:56 UTC,,,99830
1831304511,0,,,628052,2016-12-08 18:04:58 UTC,2016-12-08 18:04:58 UTC,,,99830
1831304662,0,,,628052,2016-12-08 18:04:59 UTC,2016-12-08 18:04:59 UTC,,,99830
1831304835,0,,,628052,2016-12-08 18:05:01 UTC,2016-12-08 18:05:01 UTC,,,99830
1831304988,0,,,628052,2016-12-08 18:05:02 UTC,2016-12-08 18:05:02 UTC,,,99830
1831305116,0,,,628052,2016-12-08 18:05:03 UTC,2016-12-08 18:05:03 UTC,,,99830
1831305256,0,,,628052,2016-12-08 18:05:05 UTC,2016-12-08 18:05:05 UTC,,,99830
1831305813,0,,,628052,2016-12-08 18:05:10 UTC,2016-12-08 18:05:11 UTC,,,99830
1831305866,0,,,628052,2016-12-08 18:05:11 UTC,2016-12-08 18:05:11 UTC,,,99830
1831305900,11,,,628052,2016-12-08 18:05:11 UTC,2016-12-08 18:05:11 UTC,,,99830
1831305928,11,,,628052,2016-12-08 18:05:11 UTC,2016-12-08 18:05:11 UTC,,,99830
1831305952,11,,,628052,2016-12-08 18:05:12 UTC,2016-12-08 18:05:12 UTC,,,99830
1831306084,11,,,628052,2016-12-08 18:05:13 UTC,2016-12-08 18:05:13 UTC,,,99830
1831306249,11,,,628052,2016-12-08 18:05:14 UTC,2016-12-08 18:05:14 UTC,,,99830
1831306388,11,,,628052,2016-12-08 18:05:16 UTC,2016-12-08 18:05:16 UTC,,,99830
1831311210,11,,,628052,2016-12-08 18:06:00 UTC,2016-12-08 18:06:01 UTC,,,99830
1831306503,11,,,628052,2016-12-08 18:05:17 UTC,2016-12-08 18:05:17 UTC,,,99830
1831306616,11,,,628052,2016-12-08 18:05:18 UTC,2016-12-08 18:05:18 UTC,,,99830
1831306755,11,,,628052,2016-12-08 18:05:19 UTC,2016-12-08 18:05:19 UTC,,,99830
1831306893,11,,,628052,2016-12-08 18:05:21 UTC,2016-12-08 18:05:21 UTC,,,99830
1831307070,11,,,628052,2016-12-08 18:05:22 UTC,2016-12-08 18:05:22 UTC,,,99830
1831307235,11,,,628052,2016-12-08 18:05:23 UTC,2016-12-08 18:05:23 UTC,,,99830
