id,value,position,expiration,feed_id,created_at,updated_at,completed_at,location_id,group_id
1831290610,23,,,627756,2016-12-08 18:02:47 UTC,2016-12-08 18:02:47 UTC,,,99830
1831290774,23,,,627756,2016-12-08 18:02:48 UTC,2016-12-08 18:02:48 UTC,,,99830
1831290925,23,,,627756,2016-12-08 18:02:50 UTC,2016-12-08 18:02:50 UTC,,,99830
1831291093,23,,,627756,2016-12-08 18:02:51 UTC,2016-12-08 18:02:51 UTC,,,99830
1831291271,23,,,627756,2016-12-08 18:02:53 UTC,2016-12-08 18:02:53 UTC,,,99830
1831291412,23,,,627756,2016-12-08 18:02:54 UTC,2016-12-08 18:02:54 UTC,,,99830
1831291542,23,,,627756,2016-12-08 18:02:56 UTC,2016-12-08 18:02:56 UTC,,,99830
1831291745,23,,,627756,2016-12-08 18:02:57 UTC,2016-12-08 18:02:57 UTC,,,99830
1831291901,23,,,627756,2016-12-08 18:02:59 UTC,2016-12-08 18:02:59 UTC,,,99830
1831292027,23,,,627756,2016-12-08 18:03:00 UTC,2016-12-08 18:03:00 UTC,,,99830
1831292164,23,,,627756,2016-12-08 18:03:02 UTC,2016-12-08 18:03:02 UTC,,,99830
1831292316,23,,,627756,2016-12-08 18:03:03 UTC,2016-12-08 18:03:03 UTC,,,99830
1831292469,23,,,627756,2016-12-08 18:03:04 UTC,2016-12-08 18:03:04 UTC,,,99830
1831292599,23,,,627756,2016-12-08 18:03:06 UTC,2016-12-08 18:03:06 UTC,,,99830
1831292730,23,,,627756,2016-12-08 18:03:07 UTC,2016-12-08 18:03:07 UTC,,,99830
1831292894,23,,,627756,2016-12-08 18:03:09 UTC,2016-12-08 18:03:09 UTC,,,99830
1831293046,23,,,627756,2016-12-08 18:03:10 UTC,2016-12-08 18:03:10 UTC,,,99830
1831293223,23,,,627756,2016-12-08 18:03:12 UTC,2016-12-08 18:03:12 UTC,,,99830
1831293373,23,,,627756,2016-12-08 18:03:13 UTC,2016-12-08 18:03:13 UTC,,,99830
1831293516,23,,,627756,2016-12-08 18:03:15 UTC,2016-12-08 18:03:15 UTC,,,99830
1831293679,23,,,627756,2016-12-08 18:03:16 UTC,2016-12-08 18:03:16 UTC,,,99830
1831295662,23,,,627756,2016-12-08 18:03:35 UTC,2016-12-08 18:03:35 UTC,,,99830
1831295141,23,,,627756,2016-12-08 18:03:30 UTC,2016-12-08 18:03:30 UTC,,,99830
1831295308,23,,,627756,2016-12-08 18:03:32 UTC,2016-12-08 18:03:32 UTC,,,99830
1831295471,23,,,627756,2016-12-08 18:03:33 UTC,2016-12-08 18:03:34 UTC,,,99830
1831290414,23,,,627756,2016-12-08 18:02:45 UTC,2016-12-08 18:02:45 UTC,,,99830
1831297144,23,,,627756,2016-12-08 18:03:48 UTC,2016-12-08 18:03:49 UTC,,,99830
1831297304,23,,,627756,2016-12-08 18:03:50 UTC,2016-12-08 18:03:50 UTC,,,99830
1831297495,23,,,627756,2016-12-08 18:03:52 UTC,2016-12-08 18:03:52 UTC,,,99830
1831297640,23,,,627756,2016-12-08 18:03:54 UTC,2016-12-08 18:03:54 UTC,,,99830
1831297809,23,,,627756,2016-12-08 18:03:55 UTC,2016-12-08 18:03:55 UTC,,,99830
1831297972,23,,,627756,2016-12-08 18:03:56 UTC,2016-12-08 18:03:57 UTC,,,99830
1831298107,23,,,627756,2016-12-08 18:03:58 UTC,2016-12-08 18:03:58 UTC,,,99830
1831298246,23,,,627756,2016-12-08 18:03:59 UTC,2016-12-08 18:03:59 UTC,,,99830
1831298406,23,,,627756,2016-12-08 18:04:01 UTC,2016-12-08 18:04:01 UTC,,,99830
1831298566,23,,,627756,2016-12-08 18:04:02 UTC,2016-12-08 18:04:02 UTC,,,99830
1831298726,23,,,627756,2016-12-08 18:04:04 UTC,2016-12-08 18:04:04 UTC,,,99830
1831299202,23,,,627756,2016-12-08 18:04:08 UTC,2016-12-08 18:04:08 UTC,,,99830
1831298918,23,,,627756,2016-12-08 18:04:05 UTC,2016-12-08 18:04:05 UTC,,,99830
1831299064,23,,,627756,2016-12-08 18:04:07 UTC,2016-12-08 18:04:07 UTC,,,99830
1831299358,23,,,627756,2016-12-08 18:04:10 UTC,2016-12-08 18:04:10 UTC,,,99830
1831299538,23,,,627756,2016-12-08 18:04:11 UTC,2016-12-08 18:04:11 UTC,,,99830
1831299678,23,,,627756,2016-12-08 18:04:13 UTC,2016-12-08 18:04:13 UTC,,,99830
1831299889,23,,,627756,2016-12-08 18:04:15 UTC,2016-12-08 18:04:15 UTC,,,99830
1831300042,23,,,627756,2016-12-08 18:04:16 UTC,2016-12-08 18:04:16 UTC,,,99830
1831300203,23,,,627756,2016-12-08 18:04:18 UTC,2016-12-08 18:04:18 UTC,,,99830
1831300369,23,,,627756,2016-12-08 18:04:19 UTC,2016-12-08 18:04:19 UTC,,,99830
1831300548,23,,,627756,2016-12-08 18:04:20 UTC,2016-12-08 18:04:21 UTC,,,99830
1831300715,23,,,627756,2016-12-08 18:04:22 UTC,2016-12-08 18:04:22 UTC,,,99830
1831300891,23,,,627756,2016-12-08 18:04:23 UTC,2016-12-08 18:04:23 UTC,,,99830
1831301063,23,,,627756,2016-12-08 18:04:25 UTC,2016-12-08 18:04:25 UTC,,,99830
1831301238,23,,,627756,2016-12-08 18:04:27 UTC,2016-12-08 18:04:27 UTC,,,99830
1831301370,23,,,627756,2016-12-08 18:04:28 UTC,2016-12-08 18:04:28 UTC,,,99830
1831301497,23,,,627756,2016-12-08 18:04:29 UTC,2016-12-08 18:04:30 UTC,,,99830
1831301674,23,,,627756,2016-12-08 18:04:31 UTC,2016-12-08 18:04:31 UTC,,,99830
1831301824,23,,,627756,2016-12-08 18:04:32 UTC,2016-12-08 18:04:33 UTC,,,99830
1831301953,23,,,627756,2016-12-08 18:04:34 UTC,2016-12-08 18:04:34 UTC,,,99830
1831302118,23,,,627756,2016-12-08 18:04:35 UTC,2016-12-08 18:04:35 UTC,,,99830
1831302259,23,,,627756,2016-12-08 18:04:37 UTC,2016-12-08 18:04:37 UTC,,,99830
1831302415,23,,,627756,2016-12-08 18:04:38 UTC,2016-12-08 18:04:38 UTC,,,99830
1831302575,23,,,627756,2016-12-08 18:04:40 UTC,2016-12-08 18:04:40 UTC,,,99830
1831302794,23,,,627756,2016-12-08 18:04:41 UTC,2016-12-08 18:04:41 UTC,,,99830
1831302945,23,,,627756,2016-12-08 18:04:43 UTC,2016-12-08 18:04:43 UTC,,,99830
1831295819,23,,,627756,2016-12-08 18:03:36 UTC,2016-12-08 18:03:37 UTC,,,99830
1831295969,23,,,627756,2016-12-08 18:03:38 UTC,2016-12-08 18:03:38 UTC,,,99830
1831296144,23,,,627756,2016-12-08 18:03:39 UTC,2016-12-08 18:03:39 UTC,,,99830
1831296345,23,,,627756,2016-12-08 18:03:41 UTC,2016-12-08 18:03:41 UTC,,,99830
1831296513,23,,,627756,2016-12-08 18:03:43 UTC,2016-12-08 18:03:43 UTC,,,99830
1831296676,23,,,627756,2016-12-08 18:03:44 UTC,2016-12-08 18:03:44 UTC,,,99830
1831296836,23,,,627756,2016-12-08 18:03:46 UTC,2016-12-08 18:03:46 UTC,,,99830
1831296978,23,,,627756,2016-12-08 18:03:47 UTC,2016-12-08 18:03:47 UTC,,,99830
1831308156,23,,,627756,2016-12-08 18:05:32 UTC,2016-12-08 18:05:32 UTC,,,99830
1831308288,23,,,627756,2016-12-08 18:05:33 UTC,2016-12-08 18:05:33 UTC,,,99830
